City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
416,Kangaba,ML,11.9333,-8.4167,100.92,23,50,6.31,scattered clouds
417,Itoman,JP,26.1247,127.6694,70.57,96,75,11.5,moderate rain
418,Ulaangom,MN,49.9811,92.0667,50.27,38,80,10.63,broken clouds
419,Ilo,PE,-17.6394,-71.3375,68.86,68,40,9.22,scattered clouds
420,Pathein,MM,16.7833,94.7333,79.45,86,100,3.04,overcast clouds
421,Mount Isa,AU,-20.7333,139.5,58.77,33,0,9.22,clear sky
422,Totness,SR,5.8833,-56.3167,79.93,82,99,8.93,overcast clouds
423,Elko,US,41.0002,-115.5012,64.74,22,100,3.0,overcast clouds
424,Athabasca,CA,54.7169,-113.2854,59.38,55,45,12.3,scattered clouds
425,Kailua,US,21.4022,-157.7394,76.14,70,23,8.81,few clouds
426,Kuala Terengganu,MY,5.3302,103.1408,80.01,86,99,7.58,overcast clouds
427,Chany,RU,55.3121,76.7647,60.6,52,100,7.58,overcast clouds
428,Helong,CN,42.5397,128.9972,44.4,94,31,5.48,scattered clouds
429,Lima,PE,-12.0432,-77.0282,64.65,77,90,4.61,overcast clouds
430,Chingirlau,KZ,51.095,54.0814,66.11,74,87,7.52,overcast clouds
431,Srednekolymsk,RU,67.45,153.6833,47.86,50,50,9.57,scattered clouds
432,Saint Anthony,US,45.0205,-93.218,63.09,41,1,4.0,clear sky
433,Severobaykalsk,RU,55.65,109.3167,34.27,79,28,6.04,scattered clouds
434,Kano,NG,12.0001,8.5167,97.45,22,84,11.65,broken clouds
435,Coihaique,CL,-45.5752,-72.0662,44.55,57,90,5.75,overcast clouds
436,Alberton,CA,46.8168,-64.0654,46.87,55,100,6.29,overcast clouds
437,Vangaindrano,MG,-23.35,47.6,69.31,90,16,4.21,few clouds
438,Bud,US,39.447,-86.1758,59.2,68,100,12.21,overcast clouds
439,Sergeyevka,KZ,53.88,67.4158,64.92,43,9,8.66,clear sky
440,Valle De Santiago,MX,20.3833,-101.2,78.03,24,63,2.06,broken clouds
441,Chara,RU,56.9064,118.2631,47.01,69,45,2.8,scattered clouds
442,Vagur,FO,61.4732,-6.8119,48.29,86,46,9.62,scattered clouds
443,Santa Cruz,BO,-17.8,-63.1667,86.54,42,100,14.34,overcast clouds
444,Beringovskiy,RU,63.05,179.3167,28.76,89,22,9.48,few clouds
445,Belmonte,BR,-15.8631,-38.8828,81.1,70,90,5.7,overcast clouds
446,Nisia Floresta,BR,-6.0911,-35.2086,86.81,56,70,14.61,broken clouds
447,Banda Aceh,ID,5.5577,95.3222,80.89,78,100,7.49,overcast clouds
448,Arequipa,PE,-16.3989,-71.535,65.7,40,94,8.59,overcast clouds
449,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,88.88,61,46,2.15,scattered clouds
450,Labuhan,ID,-6.8844,112.2051,78.53,85,54,6.15,broken clouds
451,Flin Flon,CA,54.7682,-101.865,45.52,93,100,15.08,overcast clouds
452,Hambantota,LK,6.1241,81.1185,80.35,81,99,19.69,overcast clouds
453,Shu,KZ,43.5983,73.7614,74.7,43,21,9.69,few clouds
454,Young,UY,-32.6833,-57.6333,59.23,51,3,15.14,clear sky
455,Mestia,GE,43.0458,42.7278,53.71,93,56,1.86,broken clouds
456,Saquarema,BR,-22.92,-42.5103,93.22,54,1,5.03,clear sky
457,Nemuro,JP,43.3236,145.575,44.67,97,84,11.21,broken clouds
458,Choix,MX,26.7092,-108.3219,94.12,15,83,4.61,broken clouds
459,Ponta Delgada,PT,37.7333,-25.6667,70.52,60,40,13.8,scattered clouds
460,Byron Bay,AU,-28.65,153.6167,58.95,78,97,16.15,overcast clouds
461,Ecublens,CH,46.529,6.5626,72.45,53,68,11.65,broken clouds
462,Mushie,CD,-3.0167,16.9,83.55,51,88,3.76,overcast clouds
463,Luwuk,ID,-0.9516,122.7875,77.56,90,89,4.09,overcast clouds
464,Road Town,VG,18.4167,-64.6167,86.2,66,20,9.22,few clouds
465,Imbituba,BR,-28.24,-48.6703,73.29,81,75,12.5,broken clouds
466,Ancud,CL,-41.8697,-73.8203,48.42,72,100,8.25,light rain
467,Sangar,RU,63.9242,127.4739,50.23,60,85,7.56,overcast clouds
468,Udachnyy,RU,66.4167,112.4,52.14,60,6,7.2,clear sky
469,Manokwari,ID,-0.8667,134.0833,78.96,81,100,3.56,overcast clouds
470,Lerwick,GB,60.1545,-1.1494,46.4,79,11,7.34,few clouds
471,Taber,CA,49.8167,-112.1518,61.84,39,79,6.42,broken clouds
472,Rawson,AR,-43.3002,-65.1023,48.34,39,0,27.42,clear sky
473,Kaeo,NZ,-35.1,173.7833,46.33,96,44,8.9,light rain
474,Oriximina,BR,-1.7656,-55.8661,82.22,71,98,3.0,overcast clouds
475,Redcar,GB,54.6166,-1.06,66.45,79,45,10.13,scattered clouds
476,Lumeje,AO,-11.55,20.7833,65.7,31,3,4.85,clear sky
477,Mabaruma,GY,8.2,-59.7833,79.81,91,83,5.86,broken clouds
478,San Patricio,US,28.017,-97.5169,75.09,70,100,3.24,moderate rain
479,Itarema,BR,-2.9248,-39.9167,86.09,62,68,13.62,broken clouds
480,Stokmarknes,NO,68.5646,14.9108,50.49,80,64,5.23,broken clouds
481,Kijang,KR,35.2442,129.2139,62.33,69,53,4.16,broken clouds
482,Lunglei,IN,22.8833,92.7333,70.07,85,83,1.03,broken clouds
483,Zhuanghe,CN,39.7008,122.9911,55.89,83,0,3.58,clear sky
484,Zelenoborskiy,RU,66.845,32.3622,38.88,51,93,8.1,overcast clouds
485,Fond Du Lac,US,43.775,-88.4388,62.2,39,1,9.22,clear sky
486,Okhotsk,RU,59.3833,143.3,35.53,92,100,10.56,overcast clouds
487,Gabu,GW,12.2833,-14.2167,107.15,11,9,2.68,clear sky
488,Fare,PF,-16.7,-151.0167,79.39,69,74,5.68,broken clouds
489,Gloucester,GB,51.8657,-2.2431,68.76,55,20,4.61,few clouds
490,Magnitka,RU,55.3475,59.6961,62.65,54,35,4.34,scattered clouds
491,Kindu,CD,-2.95,25.95,76.57,78,79,3.06,broken clouds
492,Palana,RU,59.1167,159.9667,32.32,87,100,4.97,overcast clouds
493,Burnie,AU,-41.0667,145.9167,38.95,79,31,3.49,scattered clouds
494,Santa Rosa,PH,14.3122,121.1114,85.98,73,99,2.73,overcast clouds
495,Buta,CD,2.7858,24.73,74.53,86,100,1.57,overcast clouds
496,Frontignan,FR,43.4485,3.754,80.06,44,100,15.14,overcast clouds
497,Malaya Serdoba,RU,52.4661,44.9512,65.84,81,100,13.89,overcast clouds
498,Palu,ID,-0.8917,119.8707,75.79,96,73,2.46,broken clouds
499,Mangrol,IN,21.1167,70.1167,83.39,79,100,11.23,overcast clouds
500,Saurimo,AO,-9.6608,20.3916,69.01,39,41,4.21,scattered clouds
501,Mbandaka,CD,0.0487,18.2603,76.73,81,96,5.14,light rain
502,Katangli,RU,51.7102,143.2326,34.52,96,100,13.76,overcast clouds
503,Peniche,PT,39.3558,-9.3811,74.68,81,24,20.54,few clouds
504,Nurobod,UZ,40.9056,69.8023,81.45,32,75,1.74,broken clouds
505,Soyo,AO,-6.1349,12.3689,78.21,83,14,10.11,few clouds
506,Rameshki,RU,57.3439,36.0453,49.51,78,100,9.98,overcast clouds
507,Yulara,AU,-25.2406,130.9889,49.84,62,72,9.22,broken clouds
508,Kalmunai,LK,7.4167,81.8167,82.56,77,95,4.27,overcast clouds
509,Sinsheim,DE,49.2529,8.8787,69.15,48,82,5.93,broken clouds
510,Pontianak,ID,-0.0333,109.3333,75.18,100,75,1.9,broken clouds
511,Hwange,ZW,-18.3693,26.5019,66.88,26,0,2.19,clear sky
512,Eyl,SO,7.9803,49.8164,81.5,76,88,21.43,overcast clouds
513,Kilindoni,TZ,-7.9139,39.6668,77.81,73,1,9.86,clear sky
514,Luanshya,ZM,-13.1367,28.4166,60.89,41,0,1.36,clear sky
515,Bandiagara,ML,14.3501,-3.6104,105.26,14,35,12.5,scattered clouds
516,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,91.44,52,36,3.83,scattered clouds
517,Mattru,SL,7.6244,-11.8332,84.51,76,87,5.99,light rain
518,Ust-Kulom,RU,61.6864,53.6902,53.58,64,99,4.72,overcast clouds
519,Tiznit,MA,29.5833,-9.5,73.44,55,100,11.79,overcast clouds
520,Lakselv,NO,70.0513,24.9718,44.42,57,90,10.36,overcast clouds
521,Kincardine,GB,56.0667,-3.7167,67.14,77,96,3.58,overcast clouds
522,Caapucu,PY,-26.2167,-57.2,74.01,60,68,10.6,broken clouds
523,Medicine Hat,CA,50.0501,-110.6683,62.22,42,92,5.01,overcast clouds
524,Ust-Kan,RU,50.9276,84.761,40.93,86,5,2.57,clear sky
525,Bokoro,TD,12.3807,17.0568,102.58,10,81,7.27,broken clouds
526,Okha,RU,53.5739,142.9478,34.39,96,100,12.93,overcast clouds
527,Port-Cartier,CA,50.0334,-66.8654,52.93,51,35,9.24,scattered clouds
528,Roma,US,43.2128,-75.4557,58.86,66,90,10.36,overcast clouds
529,Barra Do Garcas,BR,-15.89,-52.2567,90.41,35,84,4.88,broken clouds
530,Ugoofaaru,MV,5.6667,73.0,83.57,74,67,20.67,broken clouds
531,Haysville,US,37.5645,-97.3523,61.3,67,75,3.44,broken clouds
532,Inirida,CO,3.8653,-67.9239,86.45,71,65,0.38,broken clouds
533,Maple Creek,CA,49.9168,-109.4848,57.96,47,95,16.93,overcast clouds
534,Xai-Xai,MZ,-25.0519,33.6442,68.34,82,3,5.26,clear sky
535,Taonan,CN,45.3333,122.7833,61.02,34,46,5.21,scattered clouds
536,Muisne,EC,0.6,-80.0333,79.39,80,100,8.5,light rain
537,Paita,PE,-5.0892,-81.1144,71.83,79,98,10.58,overcast clouds
538,Jiuquan,CN,39.7432,98.5174,69.31,27,38,5.53,scattered clouds
539,Xinyu,CN,27.8043,114.9334,65.88,95,100,2.46,overcast clouds
540,Kingori,TZ,-3.2833,36.9833,65.05,80,91,1.9,overcast clouds
541,Sumbe,AO,-11.2061,13.8437,77.88,76,30,6.67,scattered clouds
542,Awjilah,LY,29.1081,21.2869,102.88,10,1,8.7,clear sky
543,Sawtell,AU,-30.3833,153.1,57.22,67,75,17.27,broken clouds
544,Mazamari,PE,-11.3258,-74.5308,86.43,48,21,2.44,few clouds
545,Balasheyka,RU,53.2841,48.0851,61.84,93,95,8.72,overcast clouds
546,Benguela,AO,-12.5763,13.4055,78.08,69,41,4.25,scattered clouds
547,Hunchun,CN,42.8675,130.3581,49.33,94,88,3.62,overcast clouds
548,Tripoli,LY,32.8752,13.1875,74.53,68,38,15.26,scattered clouds
549,Aras,ES,42.5617,-2.356,75.61,50,75,10.16,broken clouds
550,Zaysan,KZ,47.4667,84.8667,60.84,31,1,7.47,clear sky
551,Ilulissat,GL,69.2167,-51.1,60.82,25,40,19.57,scattered clouds
552,Shahganj,IN,26.05,82.6833,78.71,76,37,2.86,scattered clouds
553,Port Said,EG,31.2565,32.2841,73.78,73,0,14.34,clear sky
554,Lufilufi,WS,-13.8745,-171.5986,74.98,73,77,13.18,broken clouds
555,Nokaneng,BW,-19.6667,22.2667,65.46,23,0,4.74,clear sky
556,Fershampenuaz,RU,53.5202,59.8117,65.59,38,43,8.88,scattered clouds
557,Miandrivazo,MG,-19.5167,45.4667,70.48,73,8,1.99,clear sky
558,Godalming,GB,51.1846,-0.6173,69.44,47,65,10.69,broken clouds
559,Tiarei,PF,-17.5333,-149.3333,73.42,73,66,13.09,broken clouds
560,Portland,US,45.5234,-122.6762,65.95,66,79,1.99,broken clouds
561,Gwadar,PK,25.1216,62.3254,85.8,77,0,13.33,clear sky
562,Nusaybin,TR,37.0778,41.2178,82.94,20,77,8.57,broken clouds
563,El Prat De Llobregat,ES,41.3278,2.0947,84.7,50,20,12.66,few clouds
564,Doha,QA,25.2867,51.5333,96.78,38,0,5.75,clear sky
565,Collie,AU,-33.3667,116.15,52.99,97,100,3.31,overcast clouds
566,Meppel,NL,52.6958,6.1944,65.19,65,22,3.0,few clouds
567,Juneau,US,58.3019,-134.4197,48.25,93,90,7.0,light rain
568,Tyler,US,32.3513,-95.3011,80.65,68,75,1.99,broken clouds
569,Gekhi,RU,43.1669,45.4728,70.84,66,84,4.27,broken clouds
570,Lodwar,KE,3.1191,35.5973,89.65,35,15,6.38,few clouds
571,Haines Junction,CA,60.7522,-137.5108,44.19,69,65,9.4,broken clouds
572,Ipameri,BR,-17.7219,-48.1597,88.41,31,98,6.69,overcast clouds
573,Trat,TH,12.5,102.5,81.79,91,18,2.57,few clouds
574,Balvi,LV,57.1313,27.2658,53.58,57,47,10.27,scattered clouds
575,Eldoret,KE,0.5204,35.2699,59.0,84,96,1.12,light rain
576,Kushima,JP,31.4583,131.2333,63.93,83,100,4.12,overcast clouds
577,Paka,MY,4.6374,103.4368,79.61,87,98,6.51,overcast clouds
578,Yerbogachen,RU,61.2767,108.0108,37.76,81,68,5.7,broken clouds
579,Ocos,GT,14.5094,-92.1933,91.72,69,59,11.54,broken clouds
580,Norfolk,US,42.1668,-71.2495,48.31,93,90,5.01,moderate rain
581,Livingston,GB,55.9029,-3.5226,67.24,83,95,2.82,overcast clouds
582,Timizart,DZ,36.8,4.2667,71.76,57,55,5.39,broken clouds
583,Flinders,AU,-34.5833,150.8552,55.2,71,100,7.0,overcast clouds
584,Cairns,AU,-16.9167,145.7667,69.75,79,40,8.05,scattered clouds
585,Kutum,SD,14.2,24.6667,89.08,10,76,7.0,broken clouds
586,Tabalosos,PE,-6.35,-76.6833,82.6,50,46,3.18,scattered clouds
587,Severodvinsk,RU,64.5635,39.8302,41.11,68,62,16.98,light rain
588,Tirumullaivasal,IN,11.2333,79.8333,85.86,71,80,18.48,broken clouds
589,Primorsk,UA,46.7348,36.3443,66.83,87,46,8.1,scattered clouds
590,Benton Harbor,US,42.1167,-86.4542,62.31,54,1,3.44,clear sky
591,Grand Gaube,MU,-20.0064,57.6608,77.4,89,13,1.99,light rain
592,Grindavik,IS,63.8424,-22.4338,48.67,81,90,28.95,moderate rain
593,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,62,1,8.55,clear sky
594,Necochea,AR,-38.5473,-58.7368,51.04,54,96,22.91,overcast clouds
595,Nyagan,RU,62.1406,65.3936,58.15,86,99,4.07,overcast clouds
596,Astana,KZ,51.1801,71.446,64.35,39,0,13.04,clear sky
597,Amapa,BR,1.0,-52.0,81.82,82,82,3.18,broken clouds
598,Semirom,IR,31.4167,51.5667,67.59,14,0,5.1,clear sky
599,Ritchie,ZA,-29.038,24.6028,56.3,33,10,10.2,clear sky
600,San Diego De La Union,MX,21.4667,-100.8667,81.09,35,46,3.47,scattered clouds
601,Thunder Bay,CA,48.4001,-89.3168,60.98,36,62,10.67,broken clouds
602,Changping,CN,40.2186,116.2197,67.96,42,76,18.01,broken clouds
603,Gashua,NG,12.871,11.0482,100.09,20,75,11.63,broken clouds
604,Camiri,BO,-20.05,-63.5167,82.18,43,100,6.24,overcast clouds
605,Bumba,CD,2.1833,22.4667,78.28,75,98,2.13,light rain
606,Bajil,YE,15.0584,43.2851,97.11,23,62,4.7,broken clouds
607,Bull Savanna,JM,17.8868,-77.5902,81.41,67,9,11.16,clear sky
608,Pakxan,LA,18.3778,103.6601,78.31,88,86,2.93,overcast clouds
609,Abhar,IR,36.1468,49.218,73.11,18,1,9.95,clear sky
610,Mehamn,NO,71.0357,27.8492,40.26,81,96,15.88,overcast clouds
611,Ahuimanu,US,21.4447,-157.8378,75.85,70,20,7.63,few clouds
612,Puerto Escondido,MX,15.85,-97.0667,86.83,66,75,10.36,broken clouds
613,Ellisras,ZA,-23.6649,27.7443,63.46,24,24,5.44,few clouds
614,Balkhash,KZ,46.844,74.9804,73.49,24,24,12.64,few clouds
615,Garden City,US,42.3256,-83.331,62.17,38,20,1.01,few clouds
616,Lokosovo,RU,61.1333,74.8167,53.22,65,100,8.88,overcast clouds
617,San Cristobal,VE,7.7669,-72.225,71.78,76,62,5.21,broken clouds
618,Forrest City,US,35.0081,-90.7898,58.84,59,22,11.34,few clouds
619,Asau,RO,46.4333,26.4,61.72,89,81,2.26,broken clouds
620,Strezhevoy,RU,60.7333,77.5889,53.58,63,94,9.04,overcast clouds
621,Jaguaribe,BR,-5.8906,-38.6219,90.09,44,34,4.54,scattered clouds
622,Penzance,GB,50.1186,-5.5371,65.41,67,20,8.05,few clouds
623,Hirara,JP,24.8,125.2833,80.82,87,56,7.09,broken clouds
624,Yeniseysk,RU,58.4497,92.1703,35.58,75,86,4.65,overcast clouds
625,Hoopstad,ZA,-27.8327,25.9083,55.22,37,1,7.02,clear sky
626,San Juan,AR,-31.5375,-68.5364,70.74,34,75,10.54,broken clouds
627,Knysna,ZA,-34.0363,23.0471,58.17,88,74,14.16,light rain
628,Huron,US,41.1501,-82.5499,54.88,81,100,18.41,overcast clouds
629,Tabuk,PH,17.4189,121.4443,79.92,82,95,3.83,overcast clouds
630,Saint-Pierre,RE,-21.3393,55.4781,71.28,79,0,2.3,clear sky
631,Manthani,IN,18.65,79.6667,95.95,36,25,12.77,scattered clouds
632,Weligama,LK,5.9667,80.4167,79.09,88,83,12.03,broken clouds
633,Port Hawkesbury,CA,45.6169,-61.3485,53.87,50,100,4.0,overcast clouds
634,Innisfail,AU,-17.5333,146.0333,64.87,82,88,5.91,overcast clouds
635,Cabedelo,BR,-6.9811,-34.8339,84.87,68,10,18.07,clear sky
636,Cardston,CA,49.2,-113.3019,56.44,39,58,3.02,broken clouds
637,Jumla,NP,29.2747,82.1838,55.44,91,86,2.84,overcast clouds
638,Kinablangan,PH,7.6947,126.5503,78.26,86,100,1.95,overcast clouds
639,Shamary,RU,57.3434,58.2199,64.83,72,83,3.0,broken clouds
640,Atambua,ID,-9.1061,124.8925,70.43,87,60,4.94,broken clouds
641,Nouakchott,MR,18.0858,-15.9785,80.53,70,94,22.93,overcast clouds
642,Leon,MX,21.1167,-101.6667,86.14,50,82,5.37,broken clouds
643,Marsabit,KE,2.3284,37.9899,70.86,50,66,11.27,broken clouds
644,Xuddur,SO,4.1213,43.8894,78.62,59,100,13.11,overcast clouds
645,Saint-Leu,RE,-21.15,55.2833,70.66,77,1,5.35,clear sky
646,Yei,SS,4.095,30.6779,74.93,75,94,5.08,overcast clouds
647,Teknaf,BD,20.8624,92.3058,82.17,87,28,5.44,scattered clouds
648,La Ronge,CA,55.1001,-105.2842,46.62,81,90,20.71,overcast clouds
649,Coos Bay,US,43.3665,-124.2179,65.32,73,1,6.91,clear sky
650,Chunoyar,RU,57.4467,97.3217,36.48,73,96,5.61,overcast clouds
651,Eureka,US,40.8021,-124.1637,52.93,88,33,1.01,scattered clouds
652,Panzhihua,CN,26.5851,101.7128,77.65,64,84,5.55,broken clouds
653,Gao,ML,16.6362,1.637,106.59,4,45,17.85,scattered clouds
654,Salair,RU,54.2312,85.7972,40.64,82,70,2.1,broken clouds
655,Waki,JP,34.0667,134.15,62.02,79,59,3.89,broken clouds
656,Dumai,ID,1.6833,101.45,76.44,95,52,3.47,broken clouds
657,Khorramabad,IR,33.4878,48.3558,78.04,14,0,3.58,clear sky
658,Haldibari,IN,26.3333,88.7667,82.54,68,49,5.12,scattered clouds
659,Maniwaki,CA,46.3834,-75.966,60.08,22,0,6.2,clear sky
660,Baft,IR,29.234,56.6057,77.16,10,74,5.44,broken clouds
661,Opuwo,NA,-18.0607,13.84,69.64,22,3,7.78,clear sky
662,Valleyview,CA,55.0667,-117.2859,56.41,52,15,12.88,few clouds
663,Canandaigua,US,42.8742,-77.288,54.9,63,100,1.99,overcast clouds
664,Kralendijk,BQ,12.15,-68.2667,87.78,62,75,17.27,broken clouds
665,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.14,83,44,15.86,scattered clouds
666,Yinchuan,CN,38.4681,106.2731,74.97,21,74,10.45,broken clouds
667,Gazojak,TM,41.1875,61.4036,94.42,14,7,6.78,clear sky
668,Omis,HR,43.4447,16.6886,73.33,61,98,3.38,overcast clouds
669,Buarcos,PT,40.166,-8.8768,76.1,86,5,5.01,clear sky
670,Narauli,IN,28.5,78.7167,84.9,56,3,8.55,clear sky
671,Antalaha,MG,-14.9003,50.2788,73.45,83,3,7.05,clear sky
672,Viet Tri,VN,21.3019,105.4308,84.15,79,93,7.14,overcast clouds
673,Mayumba,GA,-3.432,10.6554,77.95,87,39,5.95,light rain
674,Vydrino,RU,51.485,104.8461,41.41,93,100,7.47,overcast clouds
675,Shimoda,JP,34.6667,138.95,69.17,88,50,10.92,scattered clouds
676,Kande,TG,9.9578,1.0447,98.22,27,38,4.45,scattered clouds
677,Kangaatsiaq,GL,68.3065,-53.4641,36.0,84,100,18.75,overcast clouds
678,Yermekeyevo,RU,54.0761,53.6712,65.12,72,87,4.32,overcast clouds
679,Dzilam Gonzalez,MX,21.2833,-88.9333,92.97,45,4,3.11,clear sky
680,Yola,NG,9.2,12.4833,96.98,30,66,5.44,broken clouds
681,Hvide Sande,DK,56.0045,8.1294,66.78,83,16,10.09,few clouds
682,Polyarnyy,RU,69.1989,33.4478,37.87,67,84,16.89,broken clouds
683,Pychas,RU,56.5033,52.4409,69.06,94,98,11.23,overcast clouds
684,Khorinsk,RU,52.1657,109.7726,39.4,65,1,4.9,clear sky
685,Camabatela,AO,-8.1881,15.375,69.69,50,85,3.74,overcast clouds
686,Alofi,NU,-19.0595,-169.9187,78.24,82,89,15.37,moderate rain
687,Mareeba,AU,-17.0,145.4333,65.12,88,37,1.34,scattered clouds
688,Andenes,NO,69.3143,16.1194,49.06,87,90,14.97,overcast clouds
689,Safford,US,32.834,-109.7076,90.07,8,1,4.61,clear sky
690,Nishihara,JP,26.1842,127.7558,69.85,97,90,13.71,moderate rain
691,Gulbene,LV,57.1777,26.7529,53.85,55,45,10.51,scattered clouds
692,Dunedin,NZ,-45.8742,170.5036,49.8,96,100,1.01,moderate rain
693,Suluq,LY,31.6682,20.2521,92.44,20,12,13.8,few clouds
694,Mitu,CO,1.1983,-70.1733,86.18,63,29,2.71,scattered clouds
695,Dingle,PH,10.9995,122.6711,78.24,90,93,2.68,overcast clouds
696,Jalu,LY,29.0331,21.5482,102.2,11,2,8.05,clear sky
697,Hoquiam,US,46.9809,-123.8893,61.29,59,1,8.05,clear sky
698,Cedar City,US,37.6775,-113.0619,71.4,18,1,0.0,clear sky
699,Alihe,CN,50.5667,123.7167,42.53,96,18,1.48,few clouds
700,Riyadh,SA,24.6877,46.7219,105.85,10,0,8.05,clear sky
701,Grass Valley,US,39.2191,-121.0611,78.03,49,1,1.01,clear sky
702,Santa Fe,AR,-31.6333,-60.7,64.02,44,2,10.0,clear sky
703,Balkanabat,TM,39.5108,54.3671,96.33,19,0,0.85,clear sky
704,Sisimiut,GL,66.9395,-53.6735,45.63,59,100,14.47,overcast clouds
705,Nargana,PA,9.4428,-78.5906,81.12,81,84,3.94,broken clouds
706,Qeshm,IR,26.9581,56.2719,98.47,59,0,9.8,clear sky
707,Nalobikha,RU,53.2006,84.6039,46.69,73,34,4.79,scattered clouds
708,Diplo,PK,24.4667,69.584,84.47,76,13,17.09,few clouds
709,Cleburne,US,32.3476,-97.3867,80.42,73,20,10.36,few clouds
710,Lyngdal,NO,58.1376,7.07,66.36,81,8,7.63,clear sky
711,Aktau,KZ,43.65,51.2,63.18,68,25,9.33,scattered clouds
712,Ibra,OM,22.6906,58.5334,89.11,37,32,7.52,scattered clouds
713,Grimshaw,CA,56.1834,-117.6027,59.02,51,24,4.68,few clouds
714,Luis Correia,BR,-2.8792,-41.6669,89.6,62,40,13.8,scattered clouds
715,Hurghada,EG,27.2574,33.8129,86.22,31,40,17.49,scattered clouds
716,Lazy,PL,50.35,19.4167,55.47,72,79,3.0,broken clouds
717,Vagay,RU,57.9375,69.0217,66.74,55,52,8.72,broken clouds
718,Estelle,US,29.8458,-90.1067,82.45,67,75,9.22,broken clouds
719,San Quintin,MX,30.4833,-115.95,64.08,69,85,15.84,overcast clouds
720,Helena,US,46.5927,-112.0361,62.26,40,40,3.0,scattered clouds
721,Marsa Matruh,EG,31.3525,27.2453,72.63,65,0,4.45,clear sky
722,Denizli,TR,37.8402,29.0698,76.05,48,1,8.7,clear sky
